Loan_ID,Account_Number,Origination_Date,First_Payment_Date,Maturity_Date,Original_Amount,Current_Balance,Interest_Rate,Original_Term_Months,Remaining_Term_Months,Monthly_Payment,Loan_Purpose,Origination_Channel,Grade,Sub_Grade,Internal_Risk_Rating,Loan_Status,Days_Past_Due,DPD_Bucket,Times_30_DPD,Times_60_DPD,Times_90_DPD,Max_DPD_Ever,Months_Since_Last_Delinq,FICO_Origination,FICO_Current,FICO_Delta,Application_Score,Behavioral_Score,PD_Model_Score,LGD_Estimate,Expected_Loss,Annual_Income,Monthly_Income,Monthly_Debt_Payments,DTI_Front,DTI_Back,Income_Verification,Employment_Status,Employment_Length_Years,Employer_Name,Job_Title,Housing_Status,Monthly_Housing_Payment,Co_Borrower_Flag,Borrower_State,Borrower_City,Borrower_Zip,Open_Credit_Lines,Total_Credit_Lines,Revolving_Balance,Revolving_Utilization_Pct,Total_Revolving_Limit,Inquiries_Last_6Mo,Derogatory_Marks,Public_Records,Collections_12Mo,Earliest_Credit_Line,Credit_History_Months,Bankruptcy_Flag,Total_Payments_Made,Total_Principal_Paid,Total_Interest_Paid,Last_Payment_Date,Last_Payment_Amount,Next_Payment_Due,Payment_Method,Autopay_Enrolled,Origination_Fee_Pct,Origination_Fee_Amount,Late_Fees_Charged,NSF_Fees,Total_Fees,Recoveries,Net_Loss,Hardship_Flag,Modification_Flag,Forbearance_Flag,TDR_Flag,Months_On_Book,Seasoning_Bucket,Pool_ID,Servicer_ID,Investor_Code,Vintage_Year,Vintage_Quarter,Cutoff_Date,Reporting_Date
USL0000578,ACCT3466715,05/01/2024,06/01/2024,04/21/2026,22100,15055.62,21.62,24,15,1142.36,Medical Expenses,Call Center,D,D4,4,Current,0,Current,1,0,0,30,,588,548,-40,605,574.0,0.0833,0.481,603.24,115810.54,9650.88,2298.38,11.8,23.8,Source Verified,Self-Employed,19,Healthcare,Engineer,Own,0.0,1,GA,Atlanta,38467,23,35,7485.26,66.7,11222.28,5,0,0,0,01/04/1998,329,0,9,7044.38,3236.86,12/16/2024,1294.08,03/01/2025,Mobile App,0,2.0,442.0,34.41,0,476.41,0.0,0.0,0,0,0,0,9,0-12,POOL-2024-C,SVC001,INV_B,2024,2024Q2,01/31/2025,02/01/2025
USL0000579,ACCT5336208,11/08/2019,12/01/2019,10/02/2026,31000,11237.5,11.02,84,21,531.12,Business,Call Center,B,B1,2,Current,0,Current,0,0,0,0,,658,659,1,672,675.0,0.0419,0.431,202.94,57773.91,4814.49,928.86,11.0,19.3,Verified,Employed,30,Construction,Sales Rep,Rent,2654.02,0,WI,WI City,17489,13,24,845.32,55.2,1531.38,0,0,0,2,04/06/1996,350,0,63,19762.5,13698.06,12/20/2024,604.06,03/01/2025,Online Portal,1,1.5,465.0,0.0,0,465.0,0.0,0.0,0,0,0,0,63,49+,POOL-2019-D,SVC001,INV_D,2019,2019Q4,01/31/2025,02/01/2025
USL0000580,ACCT8683880,01/07/2022,02/01/2022,12/22/2024,15300,2295.0,7.19,36,0,473.75,Home Improvement,Call Center,A,A3,1,Current,0,Current,0,0,0,0,,728,737,9,725,774.0,0.001,0.353,0.81,117167.63,9763.97,2217.75,4.9,22.7,Not Verified,Employed,10,Construction,Technician,Mortgage,771.99,1,NY,Albany,76879,26,33,1124.62,59.2,1899.7,1,0,0,1,10/01/2004,247,0,36,13005.0,4050.0,12/09/2024,566.64,03/01/2025,Auto-Pay,1,4.0,612.0,0.0,0,612.0,0.0,0.0,0,0,0,1,37,37-48,POOL-2022-C,SVC002,RETAINED,2022,2022Q1,01/31/2025,02/01/2025
USL0000581,ACCT6086389,11/16/2023,12/01/2023,10/26/2027,10300,7746.46,6.39,48,34,243.74,Home Improvement,Partner,A,A3,1,Current,0,Current,0,0,0,0,,715,663,-52,701,671.0,0.0017,0.497,6.54,127353.83,10612.82,2181.02,2.3,20.6,Verified,Self-Employed,9,Berkshire Hathaway,Consultant,Own,0.0,1,TX,San Antonio,90438,5,18,751.47,45.7,1644.35,3,0,0,0,09/08/2007,211,0,14,2553.54,858.82,10/31/2024,282.9,03/01/2025,Mobile App,0,1.0,103.0,0.0,0,103.0,0.0,0.0,0,0,0,0,14,13-24,POOL-2023-A,SVC003,RETAINED,2023,2023Q4,01/31/2025,02/01/2025
USL0000582,ACCT3652525,05/09/2023,06/01/2023,04/02/2030,21300,16773.75,13.98,84,63,398.93,Business,Branch,C,C1,3,Current,0,Current,0,0,0,0,,695,677,-18,636,640.0,0.0607,0.234,238.25,57033.73,4752.81,1522.25,8.4,32.0,Not Verified,Other,5,Manufacturing,Nurse,Rent,3245.53,0,VA,VA City,47607,5,18,717.76,33.8,2123.55,0,0,0,0,07/27/2019,67,0,21,4526.25,3851.28,12/20/2024,441.19,03/01/2025,ACH,1,1.5,319.5,0.0,0,319.5,0.0,0.0,0,0,0,0,21,13-24,POOL-2023-A,SVC001,INV_C,2023,2023Q2,01/31/2025,02/01/2025
USL0000583,ACCT5879964,08/26/2024,09/01/2024,08/11/2027,43300,38188.19,24.72,36,31,1715.19,Business,Call Center,E,E4,5,Current,0,Current,0,0,0,0,34.0,561,526,-35,562,,0.1121,0.369,1579.65,101618.45,8468.2,2978.93,20.3,35.2,Source Verified,Employed,6,Berkshire Hathaway,Nurse,Rent,1192.9,1,OH,Cincinnati,79945,27,46,5421.96,75.8,7152.98,1,1,0,0,07/08/2020,55,0,5,5111.81,3464.14,11/26/2024,1563.87,03/01/2025,Auto-Pay,1,1.5,649.5,0.0,50,699.5,0.0,0.0,1,0,0,0,5,0-12,POOL-2024-B,SVC001,RETAINED,2024,2024Q3,01/31/2025,02/01/2025
USL0000584,ACCT4576837,10/11/2023,11/01/2023,09/20/2027,24500,17992.19,6.29,48,33,578.65,Major Purchase,Online,A,A4,1,Current,0,Current,0,0,0,0,,725,753,28,695,686.0,0.0103,0.306,56.71,78888.95,6574.08,2852.66,8.8,43.4,Not Verified,Other,23,Education,Supervisor,Mortgage,3357.35,0,GA,Savannah,27226,18,29,7067.15,44.0,16061.7,2,0,0,2,07/11/2010,177,0,15,6507.81,2171.94,11/29/2024,538.96,03/01/2025,Check,1,3.0,735.0,0.0,50,785.0,0.0,0.0,0,0,0,0,15,13-24,POOL-2023-D,SVC001,INV_B,2023,2023Q4,01/31/2025,02/01/2025
USL0000585,ACCT6532963,10/30/2020,11/01/2020,10/20/2022,9600,1440.0,12.92,24,0,456.04,Major Purchase,Partner,B,B5,2,Current,0,Current,0,0,0,0,,689,662,-27,644,615.0,0.0471,0.44,29.84,81770.45,6814.2,2801.21,6.7,41.1,Verified,Employed,13,Self-Employed,Analyst,Mortgage,949.68,0,CO,CO City,29053,3,5,5758.11,40.2,14323.66,0,0,0,0,04/24/2018,82,0,24,8160.0,2784.96,11/18/2024,413.08,03/01/2025,Check,1,3.0,288.0,0.0,0,288.0,0.0,0.0,0,0,0,0,51,49+,POOL-2020-B,SVC002,INV_A,2020,2020Q4,01/31/2025,02/01/2025
USL0000586,ACCT2338699,04/28/2022,05/01/2022,04/12/2025,31100,6867.92,17.54,36,3,1117.18,Home Improvement,Branch,D,D1,4,Current,0,Current,0,0,0,0,,620,661,41,593,559.0,0.1014,0.265,184.55,79143.65,6595.3,2997.81,16.9,45.5,Verified,Employed,14,JPMorgan Chase,Engineer,Mortgage,533.6,0,GA,Atlanta,41597,11,30,510.4,52.7,968.5,1,0,0,0,02/06/1991,413,0,33,24232.08,12634.86,10/22/2024,912.66,03/01/2025,Online Portal,0,2.0,622.0,0.0,0,622.0,0.0,0.0,0,0,0,1,33,25-36,POOL-2022-B,SVC001,INV_C,2022,2022Q2,01/31/2025,02/01/2025
USL0000587,ACCT5121824,02/24/2021,03/01/2021,01/29/2026,13500,4511.25,16.71,60,13,333.41,Business,Online,C,C5,3,Current,0,Current,0,0,0,0,,645,645,0,588,568.0,0.0663,0.457,136.69,36558.55,3046.55,1602.61,10.9,52.6,Verified,Employed,19,Finance,Driver,Rent,3334.51,1,MO,MO City,11865,19,33,8891.47,81.3,10936.62,1,0,0,4,08/19/2010,176,0,47,8988.75,6681.52,11/08/2024,393.63,03/01/2025,Online Portal,1,2.0,270.0,0.0,0,270.0,0.0,0.0,0,0,0,0,47,37-48,POOL-2021-C,SVC002,INV_A,2021,2021Q1,01/31/2025,02/01/2025
USL0000588,ACCT7328019,05/20/2020,06/01/2020,04/29/2024,28500,4275.0,9.82,48,0,720.37,Moving/Relocation,Broker,B,B3,2,Current,0,Current,0,0,0,0,12.0,657,669,12,658,687.0,0.032,0.446,61.01,24181.69,2015.14,1330.31,35.7,65.0,Source Verified,Employed,20,McKesson,Manager,Rent,1710.57,1,MO,MO City,87160,8,24,10556.13,35.6,29652.05,1,1,0,0,09/13/1998,321,0,48,24225.0,10352.76,11/28/2024,823.87,03/01/2025,ACH,1,1.5,427.5,0.0,0,427.5,0.0,0.0,0,0,0,0,57,49+,POOL-2020-D,SVC003,RETAINED,2020,2020Q2,01/31/2025,02/01/2025
USL0000589,ACCT1073933,03/05/2022,04/01/2022,02/12/2026,37300,34417.92,7.93,48,13,909.38,Auto Repair,Direct Mail,A,A4,1,60 DPD,60,60 DPD,1,1,1,90,76.0,673,663,-10,687,727.0,0.0132,0.309,140.38,69444.72,5787.06,1363.63,15.7,23.6,Not Verified,Employed,24,Berkshire Hathaway,Driver,Other,2269.34,0,TN,TN City,29677,21,40,3074.11,67.2,4574.57,5,2,0,0,07/02/2010,177,0,33,2882.08,27127.46,12/29/2024,1000.74,,Online Portal,1,2.0,746.0,37.87,50,833.87,0.0,0.0,0,1,0,0,35,25-36,POOL-2022-A,SVC002,INV_D,2022,2022Q1,01/31/2025,02/01/2025
USL0000590,ACCT3212531,09/14/2023,10/01/2023,08/13/2029,24600,19953.33,15.62,72,56,528.49,Debt Consolidation,Broker,C,C3,3,Current,0,Current,0,0,0,0,,630,664,34,603,621.0,0.0792,0.288,455.13,56990.48,4749.21,2440.39,11.1,51.4,Verified,Employed,9,Alphabet,Director,Mortgage,1183.4,0,VA,VA City,31470,9,12,13249.39,56.0,23659.62,1,0,0,2,04/25/2018,82,0,16,4646.67,3809.17,11/23/2024,521.51,03/01/2025,Online Portal,0,3.0,738.0,0.0,0,738.0,0.0,0.0,1,0,0,0,16,13-24,POOL-2023-D,SVC002,INV_B,2023,2023Q3,01/31/2025,02/01/2025
USL0000591,ACCT2254418,11/19/2020,12/01/2020,10/29/2024,20100,3015.0,10.6,48,0,515.6,Other,Direct Mail,B,B2,2,Current,0,Current,2,0,0,60,,679,690,11,675,617.0,0.0334,0.284,28.6,35879.04,2989.92,2123.38,17.2,65.0,Source Verified,Retired,14,Walmart,Sales Rep,Mortgage,1261.65,1,WI,WI City,71890,6,20,12313.88,69.1,17820.38,0,0,0,0,04/25/2013,143,0,48,17085.0,7663.8,10/29/2024,574.97,03/01/2025,Mobile App,1,6.0,1206.0,73.59,25,1304.59,0.0,0.0,0,0,0,0,51,49+,POOL-2020-A,SVC001,INV_D,2020,2020Q4,01/31/2025,02/01/2025
USL0000592,ACCT9301156,10/31/2019,11/01/2019,09/24/2026,32800,11558.1,15.52,84,20,642.54,Education,Mobile App,C,C1,3,Current,0,Current,1,0,0,30,,650,617,-33,613,627.0,0.0629,0.535,388.95,20000.0,1666.67,1117.69,38.6,65.0,Not Verified,Employed,6,Walmart,Analyst,Rent,718.29,0,LA,LA City,12195,9,13,5875.64,58.3,10078.28,1,0,0,0,01/19/2019,73,0,64,21241.9,19880.66,11/04/2024,621.13,03/01/2025,Online Portal,1,4.0,1312.0,17.33,0,1329.33,0.0,0.0,0,0,0,0,64,49+,POOL-2019-A,SVC002,INV_C,2019,2019Q4,01/31/2025,02/01/2025
USL0000593,ACCT7038991,07/06/2023,08/01/2023,05/30/2030,39900,32228.75,9.02,84,65,642.36,Other,Direct Mail,A,A5,1,Current,0,Current,1,0,0,30,,723,703,-20,699,711.0,0.0053,0.535,91.38,52482.74,4373.56,2391.9,14.7,54.7,Verified,Employed,15,Finance,Supervisor,Mortgage,1925.88,0,CA,Sacramento,41209,25,37,8839.75,27.3,32380.04,1,0,0,1,12/25/2012,147,0,19,7671.25,4533.59,11/26/2024,515.88,03/01/2025,Online Portal,0,4.0,1596.0,30.77,0,1626.77,0.0,0.0,0,0,0,0,19,13-24,POOL-2023-C,SVC003,INV_C,2023,2023Q3,01/31/2025,02/01/2025
USL0000594,ACCT4042785,02/03/2021,03/01/2021,01/08/2026,24900,7968.0,6.44,60,12,486.5,Business,Broker,A,A2,1,Current,0,Current,0,0,0,0,,732,686,-46,699,692.0,0.0074,0.373,21.99,51494.84,4291.24,1800.19,11.3,42.0,Not Verified,Self-Employed,0,Walmart,Administrator,Mortgage,3188.09,0,CA,Los Angeles,36376,28,43,827.72,40.8,2028.73,4,0,0,0,07/27/2016,103,0,48,16932.0,6420.0,10/28/2024,551.04,03/01/2025,Online Portal,1,5.0,1245.0,0.0,25,1270.0,0.0,0.0,0,0,0,0,48,37-48,POOL-2021-C,SVC003,INV_A,2021,2021Q1,01/31/2025,02/01/2025
USL0000595,ACCT5734513,03/12/2019,04/01/2019,03/01/2021,39600,5940.0,15.06,24,0,1921.2,Auto Repair,Mobile App,C,C2,3,Current,0,Current,0,0,0,0,,613,627,14,628,629.0,0.069,0.321,131.57,51974.13,4331.18,4120.68,44.4,65.0,Verified,Other,20,Government,Specialist,Mortgage,743.56,0,WI,WI City,15418,26,40,829.91,78.3,1059.91,2,0,0,1,01/21/2001,292,0,24,33660.0,12448.8,01/03/2025,1719.63,03/01/2025,Mobile App,1,1.0,396.0,0.0,0,396.0,0.0,0.0,0,0,0,0,71,49+,POOL-2019-A,SVC001,RETAINED,2019,2019Q1,01/31/2025,02/01/2025
USL0000596,ACCT1966528,08/27/2022,09/01/2022,07/21/2029,29200,20631.19,21.36,84,55,672.54,Vacation,Direct Mail,D,D4,4,Current,0,Current,0,0,0,0,72.0,644,662,18,600,549.0,0.0845,0.543,946.63,94986.38,7915.53,2260.4,8.5,28.6,Not Verified,Employed,30,Military,Coordinator,Rent,2172.93,1,VA,VA City,19697,4,17,2631.33,51.1,5149.37,2,1,0,0,01/17/2012,158,0,29,8568.81,10934.85,01/29/2025,642.71,03/01/2025,Check,1,5.0,1460.0,0.0,0,1460.0,0.0,0.0,0,0,0,0,29,25-36,POOL-2022-A,SVC002,RETAINED,2022,2022Q3,01/31/2025,02/01/2025
USL0000597,ACCT1749613,03/17/2021,04/01/2021,02/14/2027,12300,5475.21,16.46,72,25,269.93,Major Purchase,Direct Mail,C,C5,3,Current,0,Current,0,0,0,0,,590,595,5,607,645.0,0.0772,0.416,175.84,123909.01,10325.75,1728.09,2.6,16.7,Verified,Employed,8,Manufacturing,Technician,Mortgage,1695.8,0,FL,Tampa,77256,13,18,11346.74,55.8,20334.66,6,0,0,0,08/06/2004,249,0,47,6824.79,5861.92,10/17/2024,221.7,03/01/2025,Auto-Pay,1,3.0,369.0,0.0,0,369.0,0.0,0.0,0,0,0,0,47,37-48,POOL-2021-B,SVC003,RETAINED,2021,2021Q1,01/31/2025,02/01/2025
USL0000598,ACCT6115121,08/26/2023,09/01/2023,07/25/2029,41300,33011.32,11.5,72,55,796.72,Vacation,Online,B,B4,2,Current,0,Current,0,0,0,0,24.0,669,694,25,682,686.0,0.0277,0.356,325.53,86386.76,7198.9,1860.71,11.1,25.8,Not Verified,Employed,12,Military,Associate,Rent,2627.97,1,NC,Durham,38215,3,23,25687.79,59.6,43100.32,0,1,0,1,12/07/2002,269,0,17,8288.68,5255.56,11/24/2024,682.33,03/01/2025,Check,1,1.5,619.5,0.0,50,669.5,0.0,0.0,0,0,0,0,17,13-24,POOL-2023-B,SVC002,INV_A,2023,2023Q3,01/31/2025,02/01/2025
USL0000599,ACCT4263306,10/13/2024,11/01/2024,09/12/2030,54500,52569.79,5.98,72,69,902.71,Credit Card Refinance,Broker,A,A2,1,Current,0,Current,0,0,0,0,,691,755,64,656,,0.001,0.468,24.6,65332.45,5444.37,2731.45,16.6,50.2,Verified,Self-Employed,30,Berkshire Hathaway,Sales Rep,Mortgage,864.53,0,CA,Sacramento,69173,4,6,4447.93,65.7,6770.06,2,0,0,0,11/04/1994,368,0,3,1930.21,777.92,01/08/2025,1022.86,03/01/2025,Auto-Pay,1,2.0,1090.0,0.0,25,1115.0,0.0,0.0,0,0,0,0,3,0-12,POOL-2024-A,SVC001,INV_A,2024,2024Q4,01/31/2025,02/01/2025
USL0000600,ACCT6003303,10/02/2020,11/01/2020,08/27/2027,40800,19331.43,12.96,84,32,741.35,Medical Expenses,Online,B,B5,2,Current,0,Current,0,0,0,0,20.0,655,669,14,659,693.0,0.0407,0.362,284.82,98440.47,8203.37,2337.27,9.0,28.5,Verified,Employed,19,CVS Health,Driver,Rent,3082.79,1,NJ,NJ City,70398,15,28,4181.63,54.7,7644.66,6,1,0,0,10/22/2003,259,0,52,21468.57,17081.63,10/04/2024,760.57,03/01/2025,Online Portal,0,6.0,2448.0,0.0,0,2448.0,0.0,0.0,0,0,0,0,52,49+,POOL-2020-D,SVC001,INV_D,2020,2020Q4,01/31/2025,02/01/2025
USL0000601,ACCT8445953,10/21/2021,11/01/2021,10/05/2024,28700,4305.0,20.89,36,0,1079.65,Credit Card Refinance,Partner,D,D4,4,Current,0,Current,0,0,0,0,,575,598,23,600,630.0,0.1008,0.37,160.56,39233.41,3269.45,1938.97,33.0,59.3,Not Verified,Employed,9,Self-Employed,Director,Other,954.76,1,OH,Cleveland,88120,24,37,4279.35,78.9,5423.76,2,0,0,0,12/31/2019,61,0,36,24395.0,14472.4,12/24/2024,1201.21,03/01/2025,Auto-Pay,0,1.0,287.0,0.0,50,337.0,0.0,0.0,0,0,0,0,39,37-48,POOL-2021-A,SVC002,RETAINED,2021,2021Q4,01/31/2025,02/01/2025
USL0000602,ACCT7645961,04/04/2023,05/01/2023,03/14/2027,46900,28628.54,6.72,48,26,1117.0,Auto Repair,Branch,A,A1,1,Current,0,Current,0,0,0,0,,755,741,-14,714,702.0,0.0057,0.544,88.77,56896.94,4741.41,3121.22,23.6,65.0,Not Verified,Other,23,Government,Specialist,Mortgage,1918.41,1,OR,OR City,84469,7,10,3470.66,55.6,6242.19,0,0,1,2,10/18/2017,88,0,22,18271.46,6302.54,01/30/2025,1196.85,03/01/2025,Mobile App,1,5.0,2345.0,0.0,0,2345.0,0.0,0.0,0,1,0,0,22,13-24,POOL-2023-B,SVC001,INV_A,2023,2023Q2,01/31/2025,02/01/2025
USL0000603,ACCT7917971,03/02/2023,04/01/2023,01/24/2030,21700,16649.58,13.15,84,61,396.54,Education,Call Center,B,B4,2,Current,0,Current,1,0,0,30,,665,694,29,672,667.0,0.0343,0.229,130.78,44325.82,3693.82,980.87,10.7,26.6,Verified,Employed,7,Apple,Specialist,Mortgage,1657.15,0,MI,Detroit,70836,26,35,19976.29,49.8,40113.03,1,0,0,0,09/14/2010,175,0,23,5050.42,4070.0,01/28/2025,322.53,03/01/2025,Online Portal,1,1.0,217.0,21.69,0,238.69,0.0,0.0,0,0,0,0,23,13-24,POOL-2023-C,SVC003,INV_A,2023,2023Q1,01/31/2025,02/01/2025
USL0000604,ACCT3854751,09/16/2022,10/01/2022,08/15/2028,17000,11380.56,10.55,72,44,319.67,Home Improvement,Broker,B,B3,2,Current,0,Current,0,0,0,0,29.0,625,640,15,668,667.0,0.0324,0.527,194.32,71201.1,5933.42,1254.86,5.4,21.1,Not Verified,Employed,0,CVS Health,Coordinator,Other,2341.14,0,OK,OK City,39119,6,14,3249.25,87.9,3696.53,1,1,0,0,05/23/2003,264,0,28,5619.44,3331.32,11/12/2024,304.47,03/01/2025,Mobile App,1,4.0,680.0,0.0,0,680.0,0.0,0.0,0,0,0,0,28,25-36,POOL-2022-A,SVC003,INV_B,2022,2022Q3,01/31/2025,02/01/2025
USL0000605,ACCT6772770,08/06/2023,09/01/2023,07/26/2025,36700,13303.75,5.0,24,6,1610.08,Wedding,Partner,A,A1,1,Current,0,Current,0,0,0,0,,713,711,-2,718,674.0,0.001,0.521,6.93,46682.67,3890.22,3145.04,41.4,65.0,Source Verified,Retired,28,JPMorgan Chase,Manager,Mortgage,1024.99,1,MA,MA City,77862,7,21,18682.21,48.7,38361.83,5,0,0,0,04/20/2016,106,0,18,23396.25,5585.19,11/06/2024,1335.7,03/01/2025,Auto-Pay,1,1.0,367.0,0.0,0,367.0,0.0,0.0,0,0,0,0,18,13-24,POOL-2023-A,SVC002,INV_D,2023,2023Q3,01/31/2025,02/01/2025
USL0000606,ACCT2603503,04/22/2020,05/01/2020,04/07/2023,20100,3015.0,7.17,36,0,622.19,Moving/Relocation,Direct Mail,A,A2,1,Current,0,Current,0,0,0,0,,728,705,-23,713,781.0,0.001,0.353,1.06,48692.27,4057.69,1358.03,15.3,33.5,Source Verified,Other,9,Retail,Manager,Mortgage,610.68,1,LA,LA City,71454,29,33,2118.25,29.5,7180.51,2,0,0,0,01/23/2009,195,0,36,17085.0,5313.84,01/21/2025,723.11,03/01/2025,Online Portal,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,58,49+,POOL-2020-A,SVC001,INV_D,2020,2020Q2,01/31/2025,02/01/2025
USL0000607,ACCT3176880,06/27/2019,07/01/2019,06/06/2023,15100,2265.0,19.65,48,0,456.69,Major Purchase,Partner,D,D2,4,Current,0,Current,0,0,0,0,,573,602,29,600,587.0,0.0746,0.302,51.03,31353.82,2612.82,1969.4,17.5,65.0,Not Verified,Employed,18,Education,Director,Own,0.0,1,LA,LA City,66593,15,18,14489.89,66.9,21659.03,3,0,0,1,03/27/1991,412,0,48,12835.0,9086.12,10/16/2024,506.41,03/01/2025,ACH,1,4.0,604.0,0.0,0,604.0,0.0,0.0,0,0,0,0,68,49+,POOL-2019-C,SVC002,INV_C,2019,2019Q2,01/31/2025,02/01/2025
USL0000608,ACCT2837997,11/17/2024,12/01/2024,10/27/2028,14900,14372.29,8.38,48,46,366.42,Business,Partner,A,A5,1,Current,0,Current,0,0,0,0,79.0,724,750,26,704,,0.001,0.316,4.54,69361.26,5780.1,836.58,6.3,14.5,Not Verified,Employed,27,CVS Health,Specialist,Rent,1726.53,0,KY,KY City,46294,3,12,2915.61,25.3,11524.15,0,1,0,0,03/30/1991,412,0,2,527.71,205.13,12/25/2024,394.2,03/01/2025,Auto-Pay,1,6.0,894.0,0.0,0,894.0,0.0,0.0,0,0,0,0,2,0-12,POOL-2024-B,SVC003,INV_D,2024,2024Q4,01/31/2025,02/01/2025
USL0000609,ACCT5841391,05/24/2024,06/01/2024,04/18/2031,47100,43287.14,10.36,84,76,790.7,Other,Mobile App,B,B4,2,Current,0,Current,1,0,0,30,,724,739,15,612,573.0,0.0437,0.546,1032.84,40813.44,3401.12,1282.93,23.2,37.7,Verified,Employed,9,Finance,Director,Rent,2630.44,0,WA,WA City,13601,8,22,2220.92,38.0,5844.53,4,0,0,2,09/03/2012,151,0,8,3812.86,2512.74,10/27/2024,665.41,03/01/2025,Online Portal,0,5.0,2355.0,35.05,0,2390.05,0.0,0.0,1,0,0,0,8,0-12,POOL-2024-A,SVC001,RETAINED,2024,2024Q2,01/31/2025,02/01/2025
USL0000610,ACCT3963196,01/01/2023,02/01/2023,12/21/2024,32300,4845.0,9.16,24,0,1477.99,Credit Card Refinance,Direct Mail,B,B1,2,Current,0,Current,0,0,0,0,60.0,625,610,-15,615,628.0,0.0389,0.402,75.77,62539.47,5211.62,3651.38,28.4,65.0,Source Verified,Employed,7,Technology,Administrator,Mortgage,1146.83,0,IL,Chicago,92106,12,30,1466.54,56.0,2618.82,0,1,0,0,05/07/2020,57,0,24,27455.0,8016.76,12/17/2024,1617.96,03/01/2025,Mobile App,1,1.5,484.5,0.0,0,484.5,0.0,0.0,0,0,0,0,25,25-36,POOL-2023-A,SVC002,INV_D,2023,2023Q1,01/31/2025,02/01/2025
USL0000611,ACCT8751445,12/20/2022,01/01/2023,11/24/2027,19500,12593.75,4.95,60,35,367.54,Credit Card Refinance,Partner,A,A2,1,Current,0,Current,0,0,0,0,,732,780,48,703,671.0,0.0092,0.485,56.19,36409.02,3034.08,1158.61,12.1,38.2,Verified,Employed,11,Education,Technician,Own,0.0,0,WA,WA City,30747,22,34,1974.83,34.3,5757.52,0,0,0,1,08/12/2019,66,0,25,6906.25,2282.25,10/26/2024,301.7,03/01/2025,Online Portal,0,1.5,292.5,0.0,0,292.5,0.0,0.0,0,0,0,0,25,25-36,POOL-2022-D,SVC003,RETAINED,2022,2022Q4,01/31/2025,02/01/2025
USL0000612,ACCT3556170,02/14/2019,03/01/2019,01/29/2022,17700,2655.0,21.65,36,0,672.77,Auto Repair,Partner,D,D4,4,Current,0,Current,0,0,0,0,,624,633,9,568,558.0,0.0995,0.29,76.61,66842.52,5570.21,1861.44,12.1,33.4,Verified,Self-Employed,0,Self-Employed,Coordinator,Rent,2954.64,0,CO,CO City,48831,4,13,16964.31,67.1,25282.13,1,0,0,0,05/22/2005,239,0,36,15045.0,9174.72,01/19/2025,710.87,03/01/2025,Mobile App,0,2.0,354.0,0.0,0,354.0,0.0,0.0,0,0,0,0,72,49+,POOL-2019-C,SVC001,INV_C,2019,2019Q1,01/31/2025,02/01/2025
USL0000613,ACCT7215297,06/10/2019,07/01/2019,05/04/2026,14700,4585.0,13.52,84,16,271.6,Moving/Relocation,Call Center,C,C1,3,Current,0,Current,0,0,0,0,,596,604,8,632,584.0,0.0505,0.436,100.95,44807.07,3733.92,590.61,7.3,15.8,Verified,Employed,17,Apple,Consultant,Rent,816.0,1,IN,IN City,15545,17,36,2867.83,54.9,5223.73,4,0,0,2,09/18/2018,77,0,68,10115.0,8353.8,10/15/2024,220.56,03/01/2025,Mobile App,1,1.0,147.0,0.0,0,147.0,0.0,0.0,0,0,0,1,68,49+,POOL-2019-A,SVC001,INV_D,2019,2019Q2,01/31/2025,02/01/2025
USL0000614,ACCT4178006,08/21/2024,09/01/2024,07/16/2031,11000,10443.45,20.19,84,79,245.53,Business,Broker,D,D2,4,Current,0,Current,0,0,0,0,,642,634,-8,584,,0.1011,0.468,494.13,44925.31,3743.78,1226.87,6.6,32.8,Verified,Employed,7,Microsoft,Driver,Mortgage,994.22,0,IA,IA City,10400,6,25,13989.23,68.1,20542.19,4,0,0,0,06/28/2019,68,0,5,556.55,671.1,12/02/2024,288.35,03/01/2025,Online Portal,0,4.0,440.0,0.0,0,440.0,0.0,0.0,0,0,0,1,5,0-12,POOL-2024-A,SVC002,RETAINED,2024,2024Q3,01/31/2025,02/01/2025
USL0000615,ACCT1907116,07/19/2019,08/01/2019,06/22/2024,15300,2295.0,24.7,60,0,446.39,Education,Online,E,E4,5,Current,0,Current,0,0,0,0,,554,557,3,553,563.0,0.1298,0.299,89.07,95269.27,7939.11,2188.92,5.6,27.6,Verified,Employed,15,CVS Health,Driver,Mortgage,689.1,0,NY,New York,57324,6,9,6437.79,86.1,7477.11,0,1,0,1,09/19/1995,357,0,60,13005.0,13778.4,01/10/2025,532.46,03/01/2025,Check,1,3.0,459.0,0.0,0,459.0,0.0,0.0,0,0,0,0,67,49+,POOL-2019-D,SVC002,INV_D,2019,2019Q3,01/31/2025,02/01/2025
