QD_Ref,BorrowerSSNLast4,AppDate,FundingDt,Contract_Maturity,Amt_Funded,OutstandingPrincipal,NoteRate,APR_Effective,ContractTermMo,RemainingPayments,SchedPayment,ActualLastPmt,VehicleMake,VehicleModel,VehicleYear,VehicleVIN,Mileage_Orig,NewOrUsed,DealerName,DealerState,CreditScoreAtOrig,CreditScoreCurrent,CoBorrowerFlag,CoBorrowerScore,BorrowerDTI_Back,BorrowerAnnualInc,EmployerName,EmpYears,IncomeVerified,BorrState,BorrZip,BorrCity,LoanStat,DaysPastDue,DelinqBucket,NumLate30,NumLate60,NumLate90,CumulLossAmt,RecoveryAmt,ChargeoffDate,PaymentMethod,AutoPayEnrolled,ModificationFlag,HardshipPlan,LTV_Orig,BookValue_Orig,CurrentBookValue,Depreciation_Pct,WholesaleValue,RetailValue,OrigFee,ServicingFee_Bps,PoolID,InvestorCode,BatchID,MonthsOnBooks,VintageQtr,FirstPmtDefault,Ext_bureau_inqs_6mo,Ext_revolv_util,Ext_open_accts,Ext_total_accts,Ext_derog_marks,Ext_collections,Ext_bankruptcies,Channel,PricingTier,RiskBand,DecisionEngine_Score,FraudScore,IdentityConfidence
QD-0000252,9057,,,,42853.11,19678.59,16.3,18.33,60,34,723.92,746.98,Toyota,RAV4,2018,44VWGJY4P5HWRYV7W,10786,Certified Pre-Owned,Penske,NC,818,778,0,,31.8,110176,Starbucks,,Self-Reported,NC,,City 49,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,0,0,0,138.8,30874,23680.36,23.3,19382.74,26712.5,85.27,75,,INV_AUTO_3,BATCH-529,26,2024Q3,0,11,72.7,24,28,5,0,0,Dealer Indirect,Deep Subprime,,591.5,86.0,78.0
QD-0000253,1807,09/30/2023,2024-01-02,,32082.2,30926.59,13.63,15.02,36,9,901.29,918.84,GMC,Canyon,2018,EYG8CN0C9SM2QFJP2,107817,Certified Pre-Owned,Penske,MD,601,641,1,782,38.4,141979,Starbucks,27,Self-Reported,MD,59476,City 22,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,0,0,0,135.1,23747,20612.4,13.2,15727.81,21459.25,53.94,25,QD-2024-B,,BATCH-739,27,2023Q3,0,3,61.3,26,,3,2,0,Dealer Indirect,Subprime,D,831.4,20.8,95.0
QD-0000254,8984,12/05/2023,2022-04-02,,60377.65,0.0,18.09,19.6,36,28,1702.44,0,Hyundai,Santa Fe,2025,EYD5MLGMXZZXHEUOY,97848,New,CarMax,CO,524,512,1,572,59.3,100973,,,Not Verified,CO,28776,City 28,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,ACH,0,0,0,104.2,57944,45486.04,21.5,33855.81,48197.67,350.53,100,QD-2024-A,INV_AUTO_2,BATCH-208,8,2023Q4,0,15,90.0,2,22,7,1,0,Broker,Prime,A+,778.5,31.0,53.8
QD-0000255,5881,,2024-12-09,,62309.06,23378.7,19.82,22.03,60,35,1055.64,1109.93,Chevrolet,Silverado,2024,ZH0QA1LSZKZN0LYIM,244,New,Penske,NY,767,803,0,,22.8,50290,,,,NY,71170,Brooklyn,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,0,0,0,134.2,46430,29854.49,,24008.01,34633.52,245.17,75,QD-2025-A,INV_AUTO_3,BATCH-270,25,2022Q1,0,0,41.3,12,25,7,1,0,Dealer Indirect,Near Prime,C,302.7,78.8,58.7
QD-0000256,5194,03/30/2024,2022-06-23,,82622.89,43997.68,9.35,11.23,60,37,1387.78,1243.38,Jeep,Grand Cherokee,2020,R3OOZIT4MM186ZUDN,87936,Used,Larry H. Miller,IL,723,738,1,776,29.4,94492,Uber,,Employer Confirmed,IL,42255,Chicago,CHARGED_OFF,160,Charged Off,,6,2,41603.93,13206.22,02/07/2024,ACH,1,0,0,129.8,63654,38701.63,39.2,31583.64,40996.66,328.27,25,QD-2024-B,,BATCH-675,23,2024Q1,0,5,95.9,23,35,1,4,0,Dealer Indirect,Deep Subprime,C,803.5,13.8,95.1
QD-0000257,1212,10/07/2022,2022-12-27,,78360.94,0.0,18.78,18.98,84,61,947.47,0,Hyundai,Santa Fe,2025,CUC6BHSLO7ZW0K41I,96117,New,Larry H. Miller,AZ,801,795,0,,39.4,153757,Walmart,27,Not Verified,AZ,22388,City 22,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,,1,0,0,137.7,56907,35111.62,38.3,28850.49,38389.96,7.06,,QD-2024-C,,BATCH-225,23,2022Q4,0,1,68.6,,29,8,0,0,Refinance,Near Prime,B,463.3,49.5,
QD-0000258,4903,07/08/2024,2024-04-11,,15124.77,5358.62,9.72,11.45,36,15,423.54,340.48,Kia,Telluride,2025,PNRRVXJVXGL1QGOUO,24340,New,Sonic Auto,GA,605,558,0,,23.8,249310,Uber,16,Self-Reported,GA,67372,City 4,30DPD,33,30-59,2,0,0,,0.0,,,1,0,1,94.4,16022,15012.61,6.3,12020.54,17271.71,485.06,100,QD-2024-C,,BATCH-376,21,2024Q3,0,4,76.3,28,35,0,1,0,Refinance,Prime,D,382.0,70.4,93.7
QD-0000259,3878,12-Sep-2024,2024-05-05,,49528.75,37667.53,8.85,11.19,84,74,,600.22,Tesla,Model Y,2018,F1A79OMYJ06MMK4WL,104095,Used,CarMax,WA,794,748,1,632,36.6,120968,Freelance,29,Self-Reported,WA,42890,City 38,CURRENT,0,Current,0,0,0,0.0,0.0,,Mobile App,0,0,0,81.6,60697,40060.02,34.0,35664.81,40783.31,47.99,50,QD-2024-A,INV_AUTO_2,BATCH-283,10,2024Q3,0,8,47.0,25,39,2,3,0,Online App,Deep Subprime,A+,425.5,55.7,82.6
QD-0000260,2735,12/22/2023,2022-06-05,,14389.2,8715.41,18.13,20.41,36,11,405.74,412.12,Chevrolet,Malibu,2021,,83126,New,,OR,633,641,0,,27.4,22697,999999999,,,OR,31343,City 25,CHARGED_OFF,230,Charged Off,5,3,3,5383.51,599.47,02/07/2024,,1,0,0,119.9,12001,8460.71,29.5,6490.21,9325.58,148.1,25,QD-2024-A,,BATCH-368,25,2023Q4,0,13,74.7,24,25,2,3,0,Dealer Direct,Super Prime,B,616.2,8.0,69.1
QD-0000261,2733,12/31/2023,2024-12-10,,43238.42,20019.47,20.31,21.21,72,57,610.7,493.64,Hyundai,Tucson,2022,LU6QGCBJJUIDCE74A,64956,Certified Pre-Owned,AutoNation,LA,606,,1,,56.5,148309,Target,6,,LA,30232,City 38,REPO,,Repo,4,3,1,13600.05,16324.56,12/13/2024,Mobile App,1,0,0,127.0,34046,21040.43,38.2,18672.77,23191.42,257.67,25,QD-2024-C,INV_AUTO_1,BATCH-872,15,2023Q4,0,9,55.7,21,28,2,4,0,,Near Prime,A+,613.6,64.1,91.1
QD-0000262,5109,07/09/2024,2024-08-06,,59821.33,53729.82,21.38,21.53,60,41,1014.79,954.96,Mazda,CX-30,2021,6O60DB5A3ZR5PX6B4,90068,Used,AutoNation,TX,795,814,1,705,16.9,88573,,,Employer Confirmed,TX,36437,San Antonio,30DPD,52,30-59,1,0,0,0.0,0.0,,Online,,0,0,126.4,47327,30194.63,36.2,21325.37,31405.86,472.9,50,,,BATCH-196,19,2024Q3,0,2,,12,24,5,4,0,Dealer Indirect,Super Prime,D,,98.3,72.9
QD-0000263,7000,,2023-11-08,,13705.22,11338.89,9.8,11.12,48,19,287.86,302.47,Toyota,Highlander,2021,4Z78IY664L90FXV2Y,58373,New,Hendrick Auto,VA,543,545,0,,52.7,181191,,,Self-Reported,VA,33129,City 34,CURRENT,0,Current,0,0,,0.0,0.0,,Online,1,0,0,120.9,11336,7912.53,30.2,6926.69,9482.04,398.48,100,QD-2024-B,,BATCH-517,29,2024Q4,0,15,57.6,24,43,2,2,0,Online App,Deep Subprime,A,,25.9,79.4
QD-0000264,9508,01/09/2022,2023-10-27,,17928.39,17456.41,16.68,16.86,72,57,252.47,227.19,Mazda,CX-50,2019,IEN3416UKLNOLBA0X,31425,Used,Local Motors,TX,614,561,,746,54.0,198164,,,Self-Reported,TX,47550,Austin,90DPD,101,90-119,8,2,1,0.0,0.0,,Online,0,0,0,72.1,24866,17008.34,31.6,13149.8,20034.01,472.52,100,QD-2024-A,,BATCH-663,15,2022Q1,0,13,97.8,9,16,5,1,0,Online App,Subprime,,676.3,65.2,84.6
QD-0000265,2840,05/27/2023,2022-01-17,,14406.68,12649.53,14.72,16.49,48,9,303.82,324.47,Honda,CR-V,2025,M9ZMXZX3VBGDICOOK,109949,New,AutoNation,TN,575,597,0,,47.3,248631,,28,,TN,73901,City 33,CHARGED_OFF,345,Charged Off,7,3,4,10889.13,3614.54,10/10/2024,ACH,1,0,0,113.1,12738,7821.13,38.6,6006.5,7873.27,133.89,50,QD-2024-B,INV_AUTO_3,BATCH-829,39,2023Q2,0,0,33.0,21,37,0,,0,Broker,Prime,B,609.0,80.6,80.4
QD-0000266,4932,03/26/2023,2024-01-26,,35138.99,13374.87,14.92,16.01,84,36,423.52,368.8,GMC,Terrain,2023,3QIJTWV1MM9432B62,18200,Used,Hendrick Auto,AZ,N/A,635,0,,12.7,106649,,,Not Verified,AZ,77905,City 20,CURRENT,0,Current,0,0,0,0.0,0.0,,,0,0,0,87.6,40113,,10.7,28359.3,40752.3,306.61,50,QD-2024-C,,BATCH-929,48,2023Q1,0,3,59.0,1,14,6,2,0,Dealer Indirect,Near Prime,E,683.4,51.5,67.6
QD-0000267,6087,08/08/2023,2024-08-04,,28279.57,0.0,12.44,13.52,48,2,595.27,0,Tesla,Cybertruck,2019,4ZZR8O9XS2S1SPZ0C,41580,New,Penske,TN,696,665,1,800,32.1,161262,,,,TN,12072,City 20,PAID_OFF,0,,0,0,,,0.0,,Mobile App,1,0,0,106.8,26479,18376.43,30.6,13415.58,21953.77,88.83,75,QD-2024-B,INV_AUTO_2,BATCH-760,46,2023Q3,,14,,2,14,3,5,1,Broker,Super Prime,A,521.1,50.3,79.7
QD-0000268,2509,03/15/2027,2023-04-21,,27237.0,14567.03,23.88,24.6,48,18,578.73,544.64,Mazda,MX-5,2022,RWYGS8O79VRJO59VR,57357,Certified Pre-Owned,Larry H. Miller,WA,698,657,0,,18.6,143831,Amazon,5,Not Verified,WA,40803,City 17,CURRENT,0,Current,0,0,0,0.0,0.0,,,1,0,0,129.7,21000,19362.0,7.8,14713.4,21867.66,427.1,75,QD-2024-A,INV_AUTO_2,BATCH-781,30,2023Q4,0,8,90.3,26,30,6,2,0,Refinance,Subprime,E,568.5,48.4,72.2
QD-0000269,1155,12/01/2022,2023-10-12,,11509.09,-6301.03,19.27,19.49,36,23,324.83,272.27,Nissan,Altima,2022,I13HESH3PFI14KMRY,,Certified Pre-Owned,Lithia,,756,776,0,,51.7,197852,,,Self-Reported,MA,73272,City 24,30DPD,57,30-59,4,0,0,0.0,0.0,,Check,1,0,0,76.3,15084,12564.97,16.7,10175.35,,346.7,100,,INV_AUTO_1,BATCH-433,13,2022Q4,0,9,51.7,19,20,,0,0,Broker,Deep Subprime,,,69.7,66.7
QD-0000270,9171,09/08/2023,2024-06-28,,27612.14,18261.17,7.59,8.28,60,13,463.11,507.61,Tesla,Model X,2022,B8EKLWJEPW5XPVJ8R,83731,Used,Sonic Auto,CO,771,811,0,,22.3,122688,,,Employer Confirmed,CO,40666,City 16,60DPD,77,60-89,4,2,0,0.0,0.0,,Mobile App,1,0,0,75.6,36524,31520.21,13.7,23893.39,34983.75,308.07,25,QD-2024-C,INV_AUTO_1,BATCH-285,47,2023Q3,0,4,,28,41,2,4,0,Dealer Indirect,Super Prime,C,,19.9,74.0
QD-0000271,8800,01/25/2024,2024-08-25,,21139.27,0.0,19.23,21.69,60,51,357.97,0,,Malibu,2024,Q7IVQHXSIPNARUR37,103123,New,Penske,MI,614,585,,,22.0,83418,US Army,10,Not Verified,MI,35526,City 13,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,ACH,0,0,0,130.2,16236,11186.6,31.1,9065.69,12927.83,245.04,100,QD-2024-C,,BATCH-616,9,2024Q1,0,,73.0,4,,6,0,0,Broker,Super Prime,A+,642.2,99.8,57.8
QD-0000272,6732,03/14/2022,2024-12-19,,88045.81,39848.5,23.6,25.05,48,11,,1748.17,Chevrolet,Traverse,2025,I62K3L0W5RXMABL30,48679,New,Penske,MA,534,502,1,602,21.0,44143,Uber,7,Verified,MA,84233,City 28,,298,Repo,6,2,1,17708.38,31577.44,,Check,0,0,0,136.1,64692,50718.53,,44980.31,55534.8,80.94,100,QD-2025-A,INV_AUTO_3,BATCH-782,37,2022Q1,0,6,97.8,14,30,1,3,0,Broker,Near Prime,A+,544.8,26.1,96.1
QD-0000273,7520,02/07/2022,2023-07-14,,29787.76,21344.44,22.16,24.59,60,14,505.63,550.01,Subaru,Forester,2020,6D6IWKVYTNDJJO9NI,15165,Used,Group 1,GA,553,524,0,,33.6,206116,Walmart,23,Verified,GA,37750,City 17,CURRENT,0,Current,,0,0,0.0,0.0,,Online,1,0,0,115.3,25835,16017.7,38.0,14263.47,17622.95,289.77,100,QD-2024-B,INV_AUTO_1,BATCH-609,46,2022Q1,0,0,68.7,13,16,7,0,1,Broker,Deep Subprime,C,679.2,84.2,55.2
QD-0000274,1216,03/02/2023,2024-12-28,,32326.63,15638.89,19.75,20.9,60,49,547.64,515.46,Kia,Forte,2019,FGLYGWR70IOFIFOQ6,22534,Used,Hendrick Auto,AL,768,719,0,,30.7,123026,FedEx,26,Self-Reported,,21571,City 47,REPO,201,Repo,7,1,2,7446.49,10423.76,06/15/2024,ACH,1,0,,88.3,36610,21526.68,41.2,17855.22,23789.53,169.63,75,QD-2025-A,INV_AUTO_1,BATCH-622,,2023Q1,0,8,93.0,28,48,5,1,0,Dealer Direct,Subprime,B,343.4,0.9,83.4
QD-0000275,2065,03/19/2022,2022-10-17,,58333.77,27260.99,10.84,11.08,84,78,700.72,621.35,Honda,CR-V,2025,C546RXOZ5CUWXG8TP,,New,Larry H. Miller,NC,,606,0,,38.5,243782,,,Employer Confirmed,NC,62058,City 4,REPO,171,Repo,6,1,1,17361.84,18882.94,01/07/2024,ACH,0,0,0,133.6,43663,27900.66,36.1,21412.92,33232.3,496.56,,QD-2025-A,INV_AUTO_1,BATCH-911,6,2022Q1,0,4,14.5,30,40,1,5,0,Online App,Near Prime,B,817.7,49.4,82.0
QD-0000276,7891,10/06/2024,2024-01-10,,60694.4,52970.68,8.25,,72,48,848.77,746.4,Ford,Escape,2024,EDODWH7HG4P93NYH9,49120,New,AutoNation,KY,630,616,0,,63.8,192280,Target,26,Employer Confirmed,KY,80734,City 35,CURRENT,0,Current,0,0,0,0.0,0.0,,,1,0,0,128.5,47233,41234.41,12.7,30814.28,,396.8,75,,INV_AUTO_1,BATCH-389,24,2024Q4,0,6,11.6,26,30,1,5,0,Dealer Direct,Deep Subprime,E,578.9,3.1,79.1
QD-0000277,8792,09/18/2023,2024-05-02,,74360.55,27295.6,21.94,23.82,84,77,901.43,722.47,Honda,CR-V,2019,J6X27O6QNH5EYQT4X,46122,Used,Sonic Auto,TN,787,747,0,,17.0,89648,UPS,5,Employer Confirmed,TN,57744,City 45,30DPD,40,30-59,1,0,0,0.0,0.0,,Check,1,0,0,121.0,61455,36135.54,41.2,27589.33,36522.22,341.2,100,,INV_AUTO_3,BATCH-417,7,2023Q3,0,15,89.6,29,37,1,4,0,Online App,Prime,E,861.1,44.4,96.2
QD-0000278,8680,09/17/2024,2024-05-27,,54306.25,0.0,23.41,,36,21,1537.94,0,Volkswagen,Atlas,2019,1RDP1F84C3Z2LJAUR,85772,Used,Lithia,OR,667,689,1,673,46.0,98179,UPS,24,Verified,OR,,City 32,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,Check,0,0,0,138.6,39182,33500.61,14.5,28154.81,35987.16,319.36,100,QD-2024-C,,BATCH-346,15,2024Q3,0,7,98.4,9,12,5,5,0,Dealer Indirect,Deep Subprime,E,525.4,11.1,90.0
QD-0000279,1035,01/25/2022,2023-06-02,,60726.9,26540.94,7.07,9.24,48,6,1272.6,1237.48,Honda,CR-V,2025,M4YRV8VOYGHVQIZD8,114019,New,CarMax,FL,662,664,0,,38.1,205379,AT&T,29,Verified,FL,29799,Orlando,CURRENT,0,Current,0,0,0,0.0,0.0,,Check,1,0,0,119.6,50775,28738.65,43.4,24678.38,30038.93,25.21,75,,INV_AUTO_2,BATCH-779,42,2022Q1,0,14,6.6,23,42,4,1,0,Dealer Direct,Deep Subprime,D,443.1,48.1,55.6
QD-0000280,9063,04/22/2023,2023-12-31,,14051.7,7996.38,15.6,16.85,48,28,296.55,324.01,,Mazda3,2021,18S0HCN1D53I0QAOY,36743,Used,Penske,MD,569,548,0,,56.6,104092,,,Self-Reported,MD,52057,,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,0,0,0,117.0,12010,7542.28,37.2,5485.17,8916.03,405.56,50,,INV_AUTO_3,BATCH-159,20,2023Q2,0,3,,25,41,0,5,0,Broker,Super Prime,A,,91.7,77.6
QD-0000281,2285,10/07/2023,2023-06-18,,56458.63,0.0,23.61,24.44,36,18,1599.15,0,Mazda,CX-50,2024,B0TNRU42JPLJ9A6BK,33750,New,AutoNation,,795,825,1,590,29.1,107627,,,Employer Confirmed,CA,14406,San Francisco,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,ACH,1,0,0,130.2,43363,25150.54,42.0,17726.29,26277.67,322.99,75,,,BATCH-136,18,2023Q4,0,8,1.0,26,31,0,0,0,Dealer Indirect,Prime,B,853.9,66.6,71.0
QD-0000282,9243,11/18/2022,2024-07-26,,19037.71,6582.69,22.66,23.95,60,54,323.29,260.41,Subaru,WRX,2019,81RXYR24QHTLJFEDT,97183,Certified Pre-Owned,Penske,KY,648,,1,615,57.4,230446,Target,30,Employer Confirmed,KY,88079,City 50,CURRENT,0,Current,0,0,0,0.0,0.0,,Check,1,0,0,83.0,22937,16468.77,28.2,13650.5,17421.31,425.37,75,QD-2025-A,INV_AUTO_2,BATCH-914,6,2022Q4,0,9,2.0,1,19,4,3,0,Broker,Prime,E,815.5,91.5,65.0
QD-0000283,8613,09/25/2022,2024-12-17,,$47356.01,$0.0,6.96,8.1,,26,992.31,0,Hyundai,Sonata,2021,5JG6V39HMCR32PIR2,24562,Used,CarMax,WA,729,712,0,,13.4,170188,,,Self-Reported,WA,71623,City 11,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,,1,0,0,89.0,53209,33308.83,37.4,26915.57,38558.03,408.45,,QD-2024-B,,BATCH-533,22,2022Q3,0,1,94.7,18,36,4,,0,Refinance,Deep Subprime,D,496.2,50.8,77.8
QD-0000284,6000,09/20/2023,2023-10-27,,34545.79,15245.39,15.22,16.94,48,17,728.83,736.76,Kia,Telluride,2021,IQOUQZVISXUJV248P,112972,Certified Pre-Owned,,,649,609,0,,58.9,97233,,,Not Verified,OR,41630,City 31,60DPD,71,60-89,6,3,0,,0.0,,Online,1,,0,127.9,27010,21067.8,22.0,17348.87,21681.67,178.87,75,QD-2024-C,INV_AUTO_2,BATCH-261,31,2023Q3,0,2,99.5,19,25,1,3,,Online App,Prime,E,407.6,44.9,89.5
QD-0000285,1533,06/08/2022,2023-03-04,,16736.29,11458.72,23.75,26.15,36,9,474.1,427.49,  Chevrolet  , Equinox,2019,CLICE7W683O3FO22Z,103045,New,Group 1,WI,844,850,0,,55.8,166599,AT&T,30,Employer Confirmed,WI,64516,City 1,30DPD,,30-59,1,0,0,0.0,0.0,,,1,0,0,116.2,14403,13308.37,7.6,10798.71,15579.89,170.7,25,QD-2024-C,,BATCH-185,27,,0,1,17.1,21,31,1,2,0,Refinance,Subprime,B,807.9,59.4,96.3
QD-0000286,8490,05/22/2024,2024-01-08,,23381.15,14094.01,23.38,24.31,72,47,331.07,360.36,Toyota,Corolla,2019,ZTA66TGKNQDW7RBPE,90152,Used,Lithia,IL,552,548,0,,47.0,42603,Walmart,13,,IL,38831,Naperville,CURRENT,,Current,0,0,0,0.0,0.0,,Check,1,0,0,131.2,17821,16716.1,6.2,13353.87,16762.58,60.75,100,QD-2024-A,INV_AUTO_3,BATCH-138,25,2024Q2,0,14,39.1,24,27,0,2,0,Refinance,Near Prime,E,859.1,59.6,82.5
QD-0000287,4791,07/04/2023,2022-02-07,,62088.46,0.0,13.68,16.07,48,44,1308.26,0,Ram,2500,2023,1JCZLXOZV4W5NU4IN,31568,Used,Lithia,WA,547,528,0,,44.8,68606,Google,1,,WA,,City 2,PAID_OFF,,Paid Off,0,0,,0.0,0.0,,ACH,1,0,0,96.3,64474,51192.36,20.6,41362.53,56467.98,446.02,25,QD-2024-A,INV_AUTO_1,BATCH-547,,2023Q3,0,15,91.1,27,44,3,5,0,Refinance,Super Prime,C,791.6,82.2,
QD-0000288,4107,04/15/2022,2024-01-22,,51705.17,43807.68,21.41,22.54,36,5,,1260.53,Nissan,Altima,2023,PYHX68YV2NP1N1V96,113984,Used,Larry H. Miller,NC,711,670,0,,22.8,,,27,Not Verified,NC,59214,City 39,CHARGED_OFF,224,Charged Off,5,5,3,29300.51,5239.66,11/09/2024,ACH,1,0,0,112.3,46042,39642.16,13.9,31160.75,44229.57,68.45,75,,INV_AUTO_1,BATCH-681,,2022Q2,0,3,20.4,7,26,4,4,0,Online App,Deep Subprime,A+,563.4,14.9,91.5
QD-0000289,5331,12/01/2022,2024-01-27,,58358.68,39113.23,22.33,23.77,84,47,707.67,567.07,GMC,Yukon,2020,T45J69TB386TGO2T7,,Certified Pre-Owned,CarMax,OH,755,743,1,808,32.5,25610,Freelance,2,Not Verified,,50839,City 32,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,0,0,115.5,50527,43604.8,13.7,30883.43,44148.01,50.43,100,,,BATCH-108,,2022Q4,0,2,67.8,20,24,2,5,0,Broker,Subprime,,493.5,92.9,71.1
QD-0000290,4324,08/06/2024,2022-11-28,,34802.45,18572.33,9.88,,72,52,487.35,487.31,Kia,Sportage,,VOFXJX0GOPDIORXB6,17689,Used,,NY,834,825,1,639,41.8,132601,,,Not Verified,NY,,Rochester,60DPD,64,60-89,3,2,0,0.0,0.0,,Mobile App,,0,0,114.2,30475,22399.12,26.5,16658.81,23459.03,219.15,50,,,BATCH-787,20,2024Q3,0,10,98.9,9,12,3,4,0,Refinance,Deep Subprime,D,462.8,43.3,51.2
QD-0000291,4068,10/18/2023,2023-01-30,,24485.42,22466.5,24.86,25.1,72,55,347.12,353.05,Toyota,RAV4,2022,Y5F2T271B5O70AXW9,73895,Used,Hendrick Auto,VA,531,544,0,,25.0,240116,US Army,10,Not Verified,VA,17978,City 28,CURRENT,0,,0,0,0,0.0,0.0,,Online,1,0,0,138.5,17679,12269.23,30.6,9964.92,14534.22,268.74,100,QD-2024-C,INV_AUTO_3,BATCH-713,,2023Q4,0,0,15.7,12,30,5,1,0,Refinance,Deep Subprime,E,809.9,8.0,99.8
QD-0000291,1849,02/12/2022,2024-08-25,,73958.91,59089.39,4.47,5.74,36,14,2062.07,1878.5,Chevrolet,Malibu,2018,BANXAOEYGO7Z55HPQ,59733,Used,Local Motors,NC,759,729,0,,44.3,98666,,,,NC,52748,City 48,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,115.7,63923,47814.4,25.2,35549.14,52255.4,39.36,75,QD-2024-C,,BATCH-666,22,2022Q1,0,5,39.3,21,25,1,5,0,Dealer Direct,Near Prime,,,63.7,89.7
QD-0000293,4381,,2023-03-03,,14479.65,10610.97,10.65,12.04,60,39,243.47,204.56,Kia,Seltos,2025,XQQGD5KXJ2EZNJ8U8,34098,New,CarMax,SC,808,848,1,648,14.8,192305,UPS,19,Verified,SC,75004,City 22,60DPD,67,60-89,5,3,0,0.0,0.0,,ACH,1,0,,123.8,11696,10748.62,8.1,9419.6,11100.14,455.41,100,QD-2024-C,INV_AUTO_2,BATCH-190,21,2024Q1,0,15,28.7,27,39,2,1,0,Broker,,E,645.3,82.8,58.4
QD-0000294,8688,02/19/2023,2022-05-08,,35593.08,13042.04,12.14,13.3,36,11,998.7,928.01,Volkswagen,Atlas,2022,HV9OB7NBQW35F5SAY,110081,Used,Lithia,AZ,615,576,0,,22.8,99683,Uber,22,,AZ,29520,City 5,REPO,175,Repo,3,4,2,9366.54,21731.46,06/13/2024,Online,1,0,0,71.6,49711,46082.1,7.3,33348.82,50322.77,423.68,100,QD-2024-A,INV_AUTO_3,BATCH-690,25,2023Q1,0,1,43.2,4,16,0,1,0,Refinance,Prime,B,820.6,47.9,92.9
QD-0000295,,10/09/2024,2022-07-10,,44098.55,21077.75,9.12,10.36,72,49,617.13,580.09,Kia,Soul,2018,FVFA5QUB00MF9AWRZ,12585,Used,Carvana,CA,661,609,0,,48.2,,,19,Not Verified,CA,30409,San Diego,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,121.4,36325,21468.07,40.9,16859.48,24570.27,446.27,,QD-2024-C,INV_AUTO_1,BATCH-539,23,2024Q4,0,13,95.7,2,22,6,4,0,Broker,Near Prime,C,773.8,,52.7
QD-0000296,3608,06/04/2024,2023-10-30,,20958.84,8385.65,18.75,20.1,60,44,354.77,303.74,BMW,5 Series,2020,0S0U50AP1WNSQHACM,70917,Used,Larry H. Miller,GA,756,708,0,,25.3,59944,,,Employer Confirmed,GA,,,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,0,0,117.7,17807,10559.55,40.7,7479.68,12371.4,22.15,75,,INV_AUTO_2,BATCH-727,16,2024Q2,0,0,42.0,9,19,5,5,0,Online App,Super Prime,A+,594.5,88.6,68.7
QD-0000297,3886,10/16/2022,2022-05-25,,14626.29,10282.03,12.45,13.31,84,42,175.93,142.57,Chevrolet,Traverse,2024,UWCHGTWY3Y761SNBC,54416,New,Larry H. Miller,TX,558,507,0,,43.7,111094,-50000,,,TX,29918,Fort Worth,30DPD,36,30-59,5,0,0,0.0,0.0,,ACH,1,0,1,134.1,,7754.88,28.9,6438.63,8763.8,210.75,50,QD-2024-A,INV_AUTO_3,BATCH-485,42,2022Q4,0,5,,12,27,1,0,0,Online App,Super Prime,D,900.0,37.8,65.3
QD-0000298,2490,12/06/2023,2023-04-07,,50007.75,15828.86,12.06,14.16,84,67,601.31,537.28,Subaru,WRX,,C6JWCZ3BQFRB0NZUT,74145,Certified Pre-Owned,Carvana,MD,560,516,1,635,18.2,112195,,,Verified,MD,,City 36,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,81.7,61209,47130.93,23.0,,,271.61,25,QD-2024-A,INV_AUTO_2,BATCH-778,17,2023Q4,0,10,6.4,13,,2,,0,Dealer Direct,Prime,A+,575.8,65.9,59.0
QD-0000299,9441,02/02/2022,2022-08-18,,31655.83,0.0,17.16,18.77,48,39,668.93,0,Mazda,CX-50,2018,KHVPP55U1R8A5J8UR,118944,New,,WA,667,619,1,,23.3,22574,UPS,19,,WA,63211,City 36,PAID_OFF,0,Paid Off,0,,0,,0.0,,ACH,1,0,0,77.4,40899,28261.21,30.9,,32068.78,401.21,75,,INV_AUTO_1,BATCH-500,9,2022Q1,0,5,39.0,29,43,7,5,0,Dealer Indirect,Prime,C,881.4,,99.2
QD-0000300,6008,12/26/2023,2024-06-07,,15630.34,6934.79,16.45,17.14,60,20,264.08,289.24,Jeep,Gladiator,2020,8UFQAU5SEFMM3JT4L,116090,Certified Pre-Owned,Carvana,,801,821,,,51.4,184119,,,,TX,65480,Fort Worth,CURRENT,0,Current,0,0,0,,,,ACH,1,1,0,101.2,15445,14317.52,7.3,11970.88,16175.28,165.45,25,,INV_AUTO_3,BATCH-461,40,2023Q4,0,15,37.6,15,32,5,3,0,Online App,Prime,C,470.9,27.8,70.4
